"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11293","execute end-to-end test flow @end-to-end","chromium","Sun Nov 30 12:27:56 IST 2025","passed","Sun Nov 30 12:28:08 IST 2025","","EndToEndTest.spec.ts","",""
